dob,height,name,reach,stance,url,inf_knockdown_avg,pass_avg,reversals_avg,sub_attempts_avg,takedowns_landed_avg,takedowns_attempts_avg,sig_strikes_landed_avg,sig_strikes_attempts_avg,total_strikes_landed_avg,total_strikes_attempts_avg,head_strikes_landed_avg,head_strikes_attempts_avg,body_strikes_landed_avg,body_strikes_attempts_avg,leg_strikes_landed_avg,leg_strikes_attempts_avg,distance_strikes_landed_avg,distance_strikes_attempts_avg,clinch_strikes_landed_avg,clinch_strikes_attempts_avg,ground_strikes_landed_avg,ground_strikes_attempts_avg
"Aug 19, 1982","6' 4""",Stipe Miocic,"80""",Orthodox,http://ufcstats.com/fighter-details/d28dee5c705991df,0.035833120041,0.102380342974,0.0,0.0,0.127975428718,0.368569234707,4.90401842846,9.25518300486,7.80650115178,12.5364729972,3.63450217558,7.84745328897,0.665472229332,0.762733555157,0.604044023547,0.644996160737,3.46557460967,7.24852828257,0.598925006399,0.890708983875,0.839518812388,1.11594573842
"Mar 20, 1979","5' 11""",Daniel Cormier,"72""",Orthodox,http://ufcstats.com/fighter-details/d967f0128c323de6,0.00964242667738,0.144636400161,0.0,0.0385697067095,0.11088790679,0.241060666935,4.39212535155,8.02249899558,7.39092004821,11.3394937726,3.28806749699,6.55202892728,0.573724387304,0.805142627561,0.530333467256,0.665327440739,2.63238248292,5.66492567296,1.00763358779,1.36922458819,0.752109280836,0.988348734431
"Dec 02, 1992","5' 8""",Marlon Vera,"70""",Switch,http://ufcstats.com/fighter-details/7c7332319c14094c,0.0317325999577,0.0951977998731,0.0,0.08250475989,0.0571186799238,0.133276919822,3.70002115507,7.60947746985,4.3537127142,8.40913898879,1.85318383753,4.91855299344,0.932938438756,1.56124391792,0.913898878781,1.12968055849,2.58938015655,6.03554051195,0.539454199281,0.729849799027,0.571186799238,0.844087158875
"Oct 24, 1994","5' 11""",Sean O'Malley,"72""",Switch,http://ufcstats.com/fighter-details/b50a426a33da0012,0.0259067357513,0.0259067357513,0.0259067357513,0.0777202072539,0.0777202072539,0.155440414508,6.34715025907,11.0362694301,6.63212435233,11.3730569948,4.58549222798,8.80829015544,1.29533678756,1.73575129534,0.466321243523,0.492227979275,5.69948186528,10.3367875648,0.181347150259,0.233160621762,0.466321243523,0.466321243523
"Mar 17, 1988","6' 4""",Jairzinho Rozenstruik,"78""",Orthodox,http://ufcstats.com/fighter-details/2cd428e9606856fd,0.123203285421,0.0,0.0246406570842,0.0,0.0,0.0,4.04106776181,7.88501026694,4.70636550308,8.55030800821,2.53798767967,6.08624229979,0.443531827515,0.566735112936,1.05954825462,1.23203285421,2.90759753593,6.43121149897,0.591375770021,0.788501026694,0.542094455852,0.665297741273
"Jan 30, 1984","6' 4""",Junior Dos Santos,"77""",Orthodox,http://ufcstats.com/fighter-details/63def5a5662a6917,0.0584673209438,0.0208811860514,0.0,0.00417623721027,0.0208811860514,0.0375861348925,4.58968469409,9.513468365,5.03654207559,10.0480267279,2.82313635414,6.96178742953,1.56608895385,2.30945917728,0.200459386093,0.242221758196,3.89225307997,8.33994570892,0.392566297766,0.676550428064,0.30486531635,0.496972228023
"Aug 06, 1985","5' 7""",Daniel Pineda,"69""",Orthodox,http://ufcstats.com/fighter-details/361d49960a196976,0.0163710777626,0.212824010914,0.0654843110505,0.114597544338,0.0982264665757,0.360163710778,3.45429740791,6.97407912688,6.85948158254,10.9522510232,2.60300136426,5.90995907231,0.507503410641,0.68758526603,0.343792633015,0.37653478854,1.6207366985,4.53478854025,0.229195088677,0.31105047749,1.60436562074,2.12824010914
"Feb 02, 1988","5' 9""",Herbert Burns,"73""",Orthodox,http://ufcstats.com/fighter-details/4f140403000158b5,0.0731707317073,0.365853658537,0.0,0.146341463415,0.365853658537,0.439024390244,1.60975609756,3.58536585366,3.65853658537,5.70731707317,0.878048780488,2.26829268293,0.585365853659,1.09756097561,0.146341463415,0.219512195122,0.951219512195,2.56097560976,0.292682926829,0.439024390244,0.365853658537,0.585365853659
"Jan 10, 1991","5' 6""",Merab Dvalishvili,"68""",Orthodox,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,0.00952380952381,0.228571428571,0.0,0.0190476190476,0.514285714286,1.18095238095,3.91428571429,9.87619047619,8.74285714286,15.3904761905,2.50476190476,8.06666666667,0.571428571429,0.885714285714,0.838095238095,0.92380952381,1.91428571429,6.70476190476,0.666666666667,0.933333333333,1.33333333333,2.2380952381
"Sep 26, 1984","5' 3""",John Dodson,"66""",Orthodox,http://ufcstats.com/fighter-details/99506df1af6c8b3b,0.0474991003958,0.00863620007197,0.0,0.0,0.0474991003958,0.164087801367,3.2040302267,7.86757826556,3.72220223102,8.42029507017,1.7876934149,6.09715725081,0.962936308024,1.26520331054,0.453400503778,0.50521770421,2.72472112271,7.18531845988,0.362720403023,0.531126304426,0.116588700972,0.151133501259
"Nov 23, 1982","5' 10""",Vinc Pichel,"72""",Orthodox,http://ufcstats.com/fighter-details/c77a953488e5607d,0.0111152278622,0.311226380141,0.0111152278622,0.0222304557243,0.25565024083,0.422378658763,3.20118562431,6.92478695813,5.14635050019,9.00333456836,1.56724712857,4.7906632086,0.733605038903,0.967024824009,0.900333456836,1.16709892553,1.47832530567,4.65728047425,0.878103001112,1.02260096332,0.844757317525,1.24490552056
"Aug 30, 1983","5' 8""",Jim Miller,"71""",Southpaw,http://ufcstats.com/fighter-details/d1941565abf50b16,0.00846979107849,0.132693393563,0.016939582157,0.127046866177,0.112930547713,0.262563523433,2.73291925466,6.71089779785,3.95256916996,8.09712027103,1.60361377753,5.2343308865,0.581592320723,0.815923207228,0.547713156409,0.660643704122,1.84641445511,5.28232636928,0.477131564088,0.767927724449,0.40937323546,0.660643704122
"May 30, 1988","5' 3""",Virna Jandiroba,"64""",Orthodox,http://ufcstats.com/fighter-details/7dda2cf308f24a02,0.0,0.565217391304,0.0869565217391,0.217391304348,0.304347826087,0.608695652174,1.21739130435,2.69565217391,4.17391304348,6.04347826087,0.913043478261,2.30434782609,0.304347826087,0.391304347826,0.0,0.0,0.782608695652,2.04347826087,0.217391304348,0.391304347826,0.217391304348,0.260869565217
"Sep 18, 1984","5' 4""",Felice Herrig,"65""",Orthodox,http://ufcstats.com/fighter-details/b6850671a008bf9a,0.0,0.284872298625,0.0294695481336,0.0589390962672,0.0785854616896,0.255402750491,3.63457760314,9.9115913556,5.46168958743,12.0039292731,2.21021611002,7.67190569745,1.01178781925,1.55206286837,0.41257367387,0.687622789784,2.50491159136,8.37917485265,0.776031434185,1.06090373281,0.353634577603,0.471512770138
"Mar 14, 1987","5' 8""",Danny Chavez,"67""",Orthodox,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c,0.0,0.133333333333,0.0,0.0,0.266666666667,0.266666666667,3.26666666667,7.33333333333,3.46666666667,7.53333333333,1.53333333333,5.4,0.533333333333,0.6,1.2,1.33333333333,2.66666666667,6.46666666667,0.0,0.0,0.6,0.866666666667
"May 22, 1990","5' 9""",TJ Brown,"72""",Switch,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,0.0,0.169252468265,0.0,0.0,0.296191819464,0.550070521862,3.17348377997,7.87023977433,6.34696755994,11.6361071932,2.15796897038,6.00846262341,0.761636107193,1.31170662906,0.253878702398,0.550070521862,1.98871650212,6.51622002821,0.634696755994,0.719322990127,0.550070521862,0.634696755994
"Mar 11, 1991","5' 3""",Livinha Souza,"63""",Orthodox,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,0.0,0.0862998921251,0.0,0.0862998921251,0.17259978425,0.388349514563,2.20064724919,4.72491909385,3.99137001079,6.55879180151,0.949298813376,2.99892125135,0.539374325782,0.84142394822,0.711974110032,0.884573894283,1.55339805825,3.58144552319,0.366774541532,0.517799352751,0.280474649407,0.625674217907
"Oct 20, 1987","5' 7""",Ashley Yoder,"69""",Southpaw,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8,0.00952380952381,0.2,0.047619047619,0.0285714285714,0.0761904761905,0.209523809524,2.9619047619,7.4,5.53333333333,10.3714285714,2.04761904762,5.87619047619,0.695238095238,1.19047619048,0.219047619048,0.333333333333,1.84761904762,5.90476190476,0.333333333333,0.495238095238,0.780952380952,1.0
"Sep 25, 1989","6' 3""",Chris Daukaus,"76""",Orthodox,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45,0.44776119403,0.0,0.0,0.0,0.0,0.0,8.28358208955,13.2089552239,10.0746268657,15.0,6.49253731343,10.9701492537,0.89552238806,1.34328358209,0.89552238806,0.89552238806,6.49253731343,11.1940298507,1.34328358209,1.5671641791,0.44776119403,0.44776119403
"Apr 22, 1985","6' 0""",Parker Porter,"75""",Orthodox,http://ufcstats.com/fighter-details/ac40f7e3cbecdda4,0.0,0.0,0.0,0.0,0.0,0.0,3.80597014925,11.6417910448,4.02985074627,11.8656716418,2.68656716418,9.85074626866,0.223880597015,0.89552238806,0.89552238806,0.89552238806,3.13432835821,10.5223880597,0.671641791045,1.11940298507,0.0,0.0
"Jan 05, 1995","5' 7""",Kai Kamaka,"69""",Orthodox,http://ufcstats.com/fighter-details/eee0ef3e2b14816b,0.0,0.0666666666667,0.0,0.0,0.333333333333,0.333333333333,7.6,12.3333333333,9.2,14.4,3.26666666667,7.53333333333,4.26666666667,4.73333333333,0.0666666666667,0.0666666666667,6.0,10.6666666667,1.46666666667,1.46666666667,0.133333333333,0.2
"Jan 21, 1987","5' 9""",Tony Kelley,"70""",Switch,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2,0.0,0.0,0.0,0.0,0.0,0.0666666666667,7.6,15.0666666667,12.3333333333,19.8666666667,4.2,10.1333333333,2.33333333333,3.6,1.06666666667,1.33333333333,5.06666666667,12.1333333333,2.53333333333,2.93333333333,0.0,0.0
"Feb 07, 1985","6' 3""",Derrick Lewis,"79""",Orthodox,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,0.0309411259132,0.0979802320584,0.0154705629566,0.0,0.0360979802321,0.134078212291,2.64030941126,5.1929522991,2.90330898152,5.48689299527,2.06789858187,4.39363987967,0.443489471422,0.613665663945,0.128921357972,0.185646755479,1.00558659218,2.87236785561,0.489901160292,0.72711645896,1.14482165879,1.59346798453
